house_name,sale_status,house_type,house_address,house_price
中交牧山美庐,下期待开,别墅,新津/新津/新津县花源镇花源镇青云路1111号,价格待定
碧桂园天玺湾,在售,住宅,邛崃/邛崃/凤凰大道与邛窑大道交汇处,9000
优品美地,在售,商业类,大邑/大邑/潘家街三段1号（甲子路和潘家街交汇处）,7500
建工梧桐屿,在售,住宅,青白江/青白江/青白江凤祥大道建工梧桐屿,7600
花样年看今朝,未开盘,住宅,新津/新津/新津县团结岛五河路88号旁,13000
天和绣水岸,下期待开,住宅,青白江/青白江/大东街天和绣水岸,价格待定
保利天汇,在售,住宅,金牛/大丰/万石路旁,13994
悦荟时代广场,在售,底商,青白江/青白江/华金大道三段66号,18000
隆鑫印象东方,在售,商业,成华/成渝立交/东三环凯德广场魅力城店向东500米,45000
金科领地博翠粼湖,在售,住宅,双流/东升镇/金河路1351号,19000
天和悦城,未开盘,住宅,青白江/青白江/凤凰大道北侧天河悦城,6600
碧桂园天玺湾,在售,别墅,邛崃/邛崃/凤凰大道碧桂园天玺湾,9000
隆腾蜀州府,在售,住宅,崇州/崇州/江源南路558号,8000
建发第五大道,下期待开,商业,天府新区/麓山/麓山大道二段,价格待定
龙湖天宸原著,下期待开,别墅,武侯/簇桥/晋阳路1488号,价格待定
泰合国际金融中心,下期待开,商业类,高新/大源/天府三街619号,价格待定
保利天玺,在售,住宅,金牛/华侨城/金丰路保利天玺,15000
山楂树,在售,商业类,龙泉驿/龙泉驿城区/翠龙街138号,9000
德商御Z天骄,下期待开,住宅,高新/中德/梓州大道红星路南延线与关东街交汇处,价格待定
中海云麓世家,在售,住宅,双流/双流城区/协和街道和顺路二段55号,18000
中国青城国际颐养中心,在售,住宅,崇州/崇州/天顺村三街路南侧,11000
置信丽都府,在售,住宅,彭州/彭州/致和镇协和大道258号,7700
春熙江岸商铺,在售,商业,大邑/大邑/大邑县桃源大道99号,40000
保利都汇小户,在售,写字楼,新都/新都城区/金牛区北新大道与大天路交汇处,9000
丹郡兰庭,在售,商业,彭州/彭州/繁江南路来寿路12号,23000
蔚蓝卡地亚云墅,在售,别墅,郫都/郫县城区/郫花路888号,14000
置信仙林谷乡,在售,住宅,彭州/彭州/龙门山镇国坪村,8000
雍锦澜湾,在售,住宅,蒲江/蒲江/鹤山镇梁江村,8300
铁投牧山溪岸,下期待开,别墅,新津/新津/花源镇杨柳河畔（杨柳河东侧、花源镇柳河苑5期南侧）,价格待定
当代中德璞誉,下期待开,住宅,武侯/新双楠/武侯大道顺江段200号,价格待定
俊发滨河俊园,下期待开,别墅,新都/新都城区/新都新繁镇滨江西路北侧（新繁幼儿园旁）,价格待定
融创玖阙府南苑,在售,别墅,成华/动物园/白莲池街道办事处一里塘社区4、5、6、7组,14700
世纪城梦想派,在售,商业类,高新/新会展/世纪城会展中心198号,15000
幸福东方白桦林,下期待开,住宅,龙泉驿/十陵/成洛大道5632号,价格待定
蓉海东悦华府二期,未开盘,住宅,新都/保利公园/石板滩镇老城区东风西街（石板滩镇政府旁）,5800
北辰天麓御府,下期待开,住宅,双流/蛟龙港/港都路与航园路交叉口西北150米（双流万达旁）,价格待定
峨眉长岛,在售,住宅,峨眉山市/峨眉山市/佛光东路928号,7000
天来汇景,在售,底商,温江/光华大道沿线/涌泉镇（街办）鹏程路99号,48000
航港大院,在售,住宅,双流/航空港/西航港街道长江路三段11号,11000
银河谷,在售,住宅,彭州/彭州/龙门山镇宝山村（银厂沟大景区范围内）,7200
彭州紫光兴城,未开盘,住宅,彭州/彭州/三圣北路35号（彭州市行政中心后）,价格待定
青城神韵二期,在售,别墅,崇州/崇州/金鱼街1号,12000
招商大魔方,在售,商业类,高新/神仙树/锦城大道与天府大道交汇处（锦江旁）,26000
Class9玖霄,在售,写字楼,金牛/九里堤/一环内马鞍东路与红星路交汇处,22000
蜀涛英伦半岛,未开盘,住宅,邛崃/邛崃/滨江路下段169号,价格待定
天府金融港,下期待开,住宅,天府新区/麓山/天府新区天府大道视高段,13700
铂悦府,未开盘,商业,成华/驷马桥/驷马桥路11号,价格待定
西部北斗星墅,在售,商业类,金牛/九里堤/成都市金牛区天龙大道1333号,13000
招商中央华城商铺,在售,底商,成华/建设路/成都市成华区杉板桥路601号,40000
新城金樾华府,下期待开,住宅,邛崃/邛崃/拱辰路南侧,价格待定
新城金樾世家,下期待开,住宅,邛崃/邛崃/拱辰路北侧、北坛街东侧,价格待定
紫悦府,未开盘,住宅,蒲江/蒲江/清江大道,价格待定
保利林语溪商铺,未开盘,商业,成华/龙潭寺/龙港路与华盛路交汇处,价格待定
青城里国际旅游度假养生综合项目,下期待开,别墅,都江堰/都江堰/药王路与川西旅游线交叉口,价格待定
华润置地九里润街,在售,商业,双流/航空港/九江街道星空路四段88号,8800
隆鑫公园首府,未开盘,住宅,新津/新津/兴园三路36号,价格待定
中南融创玖华台商铺,未开盘,商业,成华/建设路/建设南路50号,57500
龙之梦鹏瑞利新城,下期待开,商业,成华/东客站/邛崃山路中段（东客站东广场斜对面）,价格待定
新力翡翠湾,下期待开,住宅,青白江/青白江/红阳大道与同华大道交汇处,价格待定
成都润恒城,下期待开,商业,崇州/崇州/光华大道和羊安路交汇处,价格待定
中海云麓世家,下期待开,别墅,双流/东升镇/协和街道和顺路二段55号,价格待定
中铁骑士府邸,在售,商业,双流/东升镇/协和街道剑南大道2266号（南湖公园旁）,14000
山水华府,在售,住宅,大邑/大邑/滨江东路北二段136号（斜江河畔，静惠山旁）,7000
美的澜桥郡,下期待开,住宅,青白江/青白江/中国・成都・国际铁路港旁（北自贸区香岛大道）,价格待定
星悦时光,下期待开,商业类,郫都/犀浦/郫都区犀浦镇成灌路与金粮路交汇处,价格待定
朗诗未来家商业,在售,商业,郫都/红光/广场路北三段68号,价格待定
坤力柳河左岸商铺,在售,商业,彭州/彭州/西海北路（苗苗幼儿园旁）,8000
嘉裕第六洲观澜云邸,在售,住宅,崇州/崇州/崇州市羊马镇羊安北路237号,5980
珠江悦湖国际,在售,商业类,温江/珠江新城/光华大道三段地铁4号线光华公园站G2出口,8500
信和一号汇,在售,住宅,东坡区/眉山东站/杭州路219号,9500
弘阳都江府,在售,住宅,都江堰/都江堰/都江堰市天府大道296（天府大道与彩虹大道交汇处 ）,11000
美好家园,在售,住宅,双流/航空港/机场路181号,11000
海航中国集锦润青城,在售,住宅,"都江堰/都江堰/聚青路,近玉沿线",7000
绿地T7空港国际中心,在售,商业类,双流/东升镇/西航港大道二段788号,13000
中海锦江壹号,未开盘,住宅,天府新区/南湖/锦江西路6号,价格待定
都江之春,在售,别墅,都江堰/都江堰/观景路（金叶宾馆旁）,6800
养和山居一期,在售,住宅,大邑/大邑/平阳街1号,6500
棠湖清江花语,在售,住宅,青白江/青白江/同金街366号,7000
弘创名座,未开盘,底商,成华/东客站/白龙江路6号,价格待定
西城壹号,下期待开,写字楼,青羊/西南财大/清江中路1号,价格待定
弘阳都江府,下期待开,别墅,都江堰/都江堰/都江堰市天府大道296号（天府大道与彩虹大道交汇处）,价格待定
博雅城市广场,在售,写字楼,高新/中和/雅和北二路和新裕路交汇处,40000
万科金域缇香三期,在售,住宅,新都/新都城区/[ 新都 - 三河场 ] 地铁3号线三河场站,11000
万科保利翡翠和悦,未开盘,住宅,天府新区/南湖/剑南大道万科保利翡翠和悦,价格待定
远洋栖棠,在售,住宅,崇州/崇州/羊安路远洋栖棠,9000
smart度假汤屋,在售,商业类,峨眉山市/峨眉山市/温泉大道1号,13000
华润龙湾御府,下期待开,别墅,金牛/天回镇/金牛区聚业路天回镇街道（北星大道旁）,11800
金楠缤纷,在售,商业类,武侯/武侯立交/中华名园簇锦街道办旁顺兴路369号,20000
龙湖听蓝时光,下期待开,商业类,新都/大丰/方营路龙湖听蓝时光,9900
华侨城天屿,未开盘,别墅,金牛/九里堤/北三环路一段333号,价格待定
汇厦香悦云庭,在售,住宅,温江/花都大道/花都大道东段66号,9000
瀚城新天地,在售,住宅,青白江/青白江/学苑路218号,7400
汇祥华楠半岛,在售,别墅,新津/新津/花源镇花源大道169号,价格待定
置信牧山丽景,在售,别墅,新津/新津/丽景路3号,13412
北辰南湖香麓,未开盘,别墅,天府新区/南湖/锦江路与美岸路交汇处,价格待定
碧桂园陵江府,在售,住宅,天府新区南区/仁寿/仁寿大道碧桂园陵江府,10500
华景川万悦城,在售,住宅,广汉市/广汉市/广汉市金虎路（青什路金虎小区路口向西200米),6300
百郦锦城,下期待开,住宅,新都/毗河/工业大道东段308号,价格待定
蜀郡清上居,下期待开,住宅,郫都/郫县城区/平安路蜀郡清上居,价格待定
天府孔雀城,下期待开,住宅,蒲江/蒲江/成都市成雅高速寿安路口,价格待定
京蓉时代,下期待开,写字楼,金牛/九里堤/二环北路三段108号,价格待定
花样年江山,下期待开,住宅,青白江/青白江/华金大道四段花样年江山,价格待定
西街上院,在售,住宅,青白江/青白江/金渊路81号,6300
物华天域阁,未开盘,住宅,成华/建设路/成都理工大学旁,价格待定
春熙悦州商铺,下期待开,商业,彭州/彭州/天彭镇秀城路北段,价格待定
紫光兴城,未开盘,住宅,彭州/彭州/三圣北路35号（彭州市行政中心后）,价格待定
金房大榕湾LOFT,在售,写字楼,高新/神仙树/金融城交子大道北50米（石室天府中学旁）,价格待定
天府金茂悦,在售,住宅,金堂/金堂/金鹰路以西（恒大御景半岛对面）,11200
新鸿之心,下期待开,商业,成华/猛追湾/一环路与成华大道新鸿路交汇处,价格待定
新景Z街里,下期待开,商业,高新/中和/中柏大道88号,价格待定
贵通御苑心悦城,在售,商业类,双流/航空港/九江街道文楠路172号,9000
青城365南苑,在售,住宅,都江堰/都江堰/芒城大道98号,7400
诚园,在售,住宅,双流/东升镇/万顺路与华府大道交汇处,19900
天升时代大厦,在售,写字楼,新都/新都城区/成都市新都区泰兴镇成青金快速通道北侧（成都一镇对面）,价格待定
枫尚云锦,在售,住宅,都江堰/都江堰/安金路179号,8000
仁美熙和府,下期待开,住宅,高新/中和/高新区剑南大道与天府四街交汇处,价格待定
金融街金悦府,下期待开,住宅,新津/新津/新津县希望路166号,价格待定
俊豪小区,在售,住宅,双流/文星镇/长城路西街28号,12000
佳乐云锦,下期待开,住宅,金牛/五块石/金牛王贾路（红星美凯龙对面）,价格待定
鲜花优活居,在售,商业,新都/新都城区/新都大道（西南石油大学旁）,20000
桃李春风,在售,别墅,峨眉山市/峨眉山市/温泉大道1号,55000
金楠缤纷,在售,底商,武侯/武侯立交/中华名园簇锦街道办旁顺兴路369号,35000
雅居乐锦城,在售,住宅,新津/新津/新津县五津镇希望东路199号,11600
碧桂园十里源墅,在售,别墅,温江/芙蓉古城/永宁镇宁泰路99号,18000
佳兆业金域都荟,在售,住宅,彭州/彭州/餮粽虺傻麓蟮烙氡鹾幽下仿房谝阅400米,6000
中铁诺德壹号YoHo街,在售,商业,天府新区/麓山/兴隆湖湖畔路南段,22500
成都国际医药港西蜀南岸,在售,写字楼,彭州/彭州/成都彭州天桂路777号,6500
蔚蓝郡,在售,住宅,广汉市/广汉市/天津路西二段66号,6300
电建地产吃苗,下期待开,住宅,金牛/国宾/金粮路338号,价格待定
华侨城尔雅小院,下期待开,别墅,龙泉驿/龙泉驿城区/洛带三峨街999号,价格待定
桐梓林7号,下期待开,住宅,武侯/红牌楼/新希望路7号,25000
汇丽汀香,在售,底商,锦江/静居寺/锦华路一段69号,22000
永立星城都,在售,底商,成华/李家沱/二环路与府青路交汇处（原512建材市场旁）,60000
三星・融锦城,在售,住宅,广汉市/广汉市/台北路东一段66号,6500
来福士广场T5,在售,写字楼,武侯/红牌楼/人民南路四段3号,45000
成发紫悦府,未开盘,住宅,成华/新华公园/水碾河路1号,价格待定
朗基香颂天府,在售,别墅,天府新区/麓山/视高四川通用航空职业学院旁,价格待定
天府孔雀城,下期待开,别墅,蒲江/蒲江/成都市成雅高速寿安路口,价格待定
品润金樽府商业,下期待开,商业,温江/温江老城/公平街道春江路与团结渠东二路交汇处,价格待定
锦丰首席,在售,住宅,龙泉驿/阳光城/同安镇阳光大道99号,8300
国宾总部基地,在售,写字楼,金牛/国宾/金科东路50号,8000
奥园玖俪湾,未开盘,住宅,新都/大丰/中利路奥园玖俪湾,9500
锦悦府,在售,住宅,东坡区/眉山东站/铁环路太行瑞宏锦悦府,6500
蓝光长岛国际社区七期,在售,住宅,双流/蛟龙港/・统力大道永康森林公园旁,13700
蓝海中心,在售,写字楼,金牛/茶店子/迎宾大道旁振兴路与振兴东一路交汇处,8300
世茂茂立方广场,在售,商业类,成华/万年场/和顺西一路9号,9400
合能枫丹西悦,在售,住宅,温江/国色天乡/温江区公平镇春江路(成都市农林科学院旁),8600
万科Z南堂,未开盘,住宅,高新/中和/中胜路万科Z南堂,21000
棕榈湖国际社区,未开盘,住宅,金堂/金堂/三星镇棕榈湖路104号(北河二桥旁),价格待定
泰康博观,在售,住宅,金堂/金堂/朝阳街555号,6300
华夏上海城,在售,住宅,金堂/金堂/赵镇金西路51号（十里坝核心区）,5378
花样年大溪谷,在售,住宅,蒲江/蒲江/顺城路88号1号会所(她他咖啡旁边,6500
保利石象湖小镇,在售,别墅,蒲江/蒲江/保利石象湖生态风景区（成雅高速86KM处石象湖收费站出口）,13000
经典西悦城,在售,住宅,崇州/崇州/崇阳大道经典西悦城,5697
中铁城温江阅湖和庭,未开盘,住宅,温江/温江大学城/金石路中铁城温江阅湖和庭,价格待定
中铁天宏康郡,未开盘,住宅,郫都/郫县城区/郫筒镇红杨路168号,价格待定
合谊乐湖,未开盘,别墅,龙泉驿/十陵/蜀王大道南段888号,价格待定
融创玖阙府,在售,别墅,成华/龙潭寺/熊猫大道蓝润蓝客城以东300米,价格待定
东环晓院,未开盘,住宅,邛崃/邛崃/临邛镇学子路18号,7500
北星城,未开盘,别墅,"金牛/九里堤/天龙大道,近天音路",价格待定
新景Z誉府,下期待开,住宅,高新/中和/中柏大道中段,价格待定
世豪金河谷,在售,别墅,温江/草堂/七星街191号,22000
乡林涵碧天下,下期待开,住宅,金牛/九里堤/凤林四路（凤凰小学对面）,价格待定
瑞华天地,下期待开,住宅,双流/警院/剑南大道南段716号,价格待定
花水湾国际度假区,在售,别墅,大邑/大邑/王山南路135号,10500
中国电建青云阶,在售,别墅,"都江堰/都江堰/聚青路,近青城山段",8500
林肯郡,在售,住宅,大邑/大邑/滨河路东段88号,5200
重百汉正广场,在售,商业类,郫都/郫县城区/郫都区郫筒镇杜鹃路46号,8500
建发中央湾区,在售,住宅,天府新区/锦江生态带/武汉路西段1533号,12300
福星惠誉青城府,在售,别墅,都江堰/都江堰/鑫玉大道426号（成都万达城旁）,13000
琪达・花园里,在售,住宅,广汉市/广汉市/台北路东一段75号,6800
西部国际珠宝中心,在售,写字楼,金牛/营门口/成都市金牛区蜀汉西路52号（蜀西路与金周路交汇处）,7500
佳源生活广场,在售,商业类,温江/温江大学城/学府路南段268号,价格待定
新城瑞升悦隽西江,在售,住宅,崇州/崇州/崇阳街道怡然街188号,11800
君悦濠庭,下期待开,住宅,彭州/彭州/新都南部新城林荫大街与塞纳湖旁交汇处,价格待定
成都ICC写字楼,下期待开,写字楼,锦江/九眼桥/东大路二环路外沙河畔东大路328号,价格待定
万科君逸,下期待开,住宅,天府新区/东升镇/瑞祥路768号,价格待定
万科君逸,在售,别墅,天府新区/东升镇/祥鹤四街,30000
万科公园传奇,下期待开,住宅,天府新区/麓山/梓州大道与庐山大道交汇处,价格待定
入帘青,下期待开,住宅,新都/新都城区/大丰街道蓉北大道（成彭路与华美路交汇处）,价格待定
雅居乐剑桥郡,在售,底商,天府新区/雅居乐/麓山大道二段19号,9000
雅居乐剑桥郡,在售,商业,天府新区/雅居乐/麓山大道二段19号,9000
金茂府,在售,住宅,武侯/草金立交/铁佛工业区二路,30000
金科集美学府,在售,住宅,双流/东升镇/迎春路241号,15000
花样年家天下,在售,底商,双流/警院/天府五街与江安河交汇处（天府软件园E区以南）,30000
幸福东方白桦林,在售,商业类,龙泉驿/十陵/成洛大道5632号,6700
成都ICC天峻,下期待开,住宅,锦江/九眼桥/东大路328号,价格待定
王府花园御锦苑,下期待开,住宅,双流/东升镇/三强西路237号,价格待定
峨眉璞园,在售,住宅,峨眉山市/峨眉山市/温泉大道峨眉璞园,7500
恒大望江华府,下期待开,别墅,锦江/沙河堡/东大路下沙河铺街和大凉山路交界处（塔子山公园旁）,价格待定
合谊乐湖,在售,商业类,龙泉驿/十陵/十陵街道蜀王大道南段888号,12600
龙腾东麓城,下期待开,商业类,龙泉驿/东山/龙华大道256号,价格待定
青城上院,在售,住宅,都江堰/都江堰/街子古镇金鱼街158号（街子古镇入口旁）,9000
迎宾大道8号,在售,写字楼,金牛/国宾/迎宾大道8号（金牛宾馆旁）,10000
中海御公馆,下期待开,商业类,龙泉驿/十陵/蜀王大道北段中海御公馆,价格待定
银座城市中心,在售,商业,广汉市/广汉市/中山大道银座城市中心,16000
杜鹃城千万间,在售,别墅,郫都/郫县城区/安德镇彭温路203号,9000
蓝湾公馆,下期待开,住宅,新都/大丰/成彭路蓝湾公馆,价格待定
恒大锦城,下期待开,别墅,成华/龙潭寺/东三环路东一段桂林西路18号（龙潭路与桂林西路交汇处200米）,价格待定
美的B御府,在售,住宅,市中区/市中区/通江万达旁（杨山路与文星后街交汇处）,7200
卓锦曼购中心,在售,商业,锦江/三圣乡/枫树街2号,30000
中德英伦联邦D区,未开盘,住宅,高新/中德/观东二街59号,16000
华宇旭辉锦绣花城,在售,别墅,成华/龙潭寺/龙潭立交外路桂林西路（龙潭路与桂林西路交汇处）,19200
奥园天骄,下期待开,住宅,双流/警院/锦江路四段(四川文化产业职业学院旁),价格待定
置信逸都城,下期待开,住宅,温江/芙蓉古城/芙蓉大道300号,价格待定
天骄鑫街,在售,商业,新都/新都城区/新都南二路北侧党校旁,价格待定
新鸥鹏教育小镇,在售,住宅,广汉市/广汉市/德阳市高新区滨湖路88号,7200
北京城建龙樾湾,在售,别墅,"双流/蛟龙港/双楠大道银河路160号（双流运动公园旁）, 银河路一段160号",15000
城投美庐,下期待开,住宅,青白江/青白江/成都市青白江区华逸中路,价格待定
保利中央公园,在售,住宅,大邑/大邑/雪山大道777号,5000
成都文儒德,未开盘,别墅,高新/神仙树/近慈路66号,1600
浩圆名商天下,在售,商业,新都/新都城区/新都绕城高速与成金青快速通道交汇处（中国塑料城旁）,25000
香江全球家居CBD核心馆,在售,商业,新都/新都城区/繁川家具大道南段278号,15000
中国四川贵达茶都,在售,商业,新都/新都城区/万石路与新竹大道交汇处,16000
郡源山外山,在售,别墅,崇州/崇州/崇州市街子古镇瑞龙桥旁,13000
蜀尚雅筑,未开盘,商业,新都/新都城区/东环路147号,价格待定
德商迎晖天玺,在售,底商,成华/东客站/白龙江路与大巴山路交汇处,50000
花样年智荟城,在售,商业类,崇州/崇州/永和大道66号,7000
中电瑞成轩,下期待开,住宅,成华/建设路/建祥路9号,价格待定
华润置地悦玺,下期待开,住宅,成华/万年场/双成二路33号万象城旁,价格待定
明豪澜庭,在售,住宅,都江堰/都江堰/都江堰上阳街477号（蒲阳河畔对面）,5300
华润置地・琨瑜府,下期待开,住宅,新都/大丰/北星大道华润置地・琨瑜府,价格待定
北大资源紫境东来,在售,住宅,龙泉驿/龙泉驿城区/桃都大道中段766号,13800
家益凤凰富居,在售,商业,新都/新都城区/大丰镇大丰街道甫家一路289号,10000
砚湖,在售,住宅,大邑/大邑/安仁镇迎宾路1号,10000
悦荟时代广场,在售,商业类,青白江/青白江/华金大道三段66号,6000
中节能世纪中心,未开盘,住宅,蒲江/蒲江/顺城路中节能世纪中心央座西区,价格待定
万科金色乐府商铺,在售,商业,成华/建设路/东郊记忆旁杉板桥路,40000
新派客,在售,商业类,新都/新都城区/蓉都大道南二段133号,9000
天府万科云城,在售,商业类,天府新区/麓山/湖畔路南段818号（天府新区规划馆旁）,16500
左岸名都,未开盘,住宅,龙泉驿/十陵/西江大道555号,7800
葛洲坝紫郡m园,在售,别墅,双流/航空港/西航港大道888号(文星花园斜对面),16000
滨江彼岸,在售,住宅,郫都/犀浦/犀安路与沱江路交汇处,12500
金安花苑,未开盘,住宅,郫都/郫县城区/安德镇彭温路248号（活水公园旁）,4800
新华创客居,在售,住宅,成华/万年场/崔家店路731号,14500
保利堂悦府,在售,住宅,金堂/金堂/金鹰路保利堂悦府,8300
秦皇帝锦,下期待开,住宅,天府新区/麓山/汉州路999号,价格待定
融信澜天,在售,住宅,新津/新津/谷底湖南三路,10000
朗诗未来街区,下期待开,住宅,金堂/金堂/金堂县金凤路与金泉路交汇处,价格待定
青龙国际建材装饰城,在售,商业,青白江/青白江/青白江大道2666号,8500
保利星荟,在售,商业类,高新/大源/盛源街700号,16500
中交国际中心,在售,写字楼,天府新区/麓山/正兴镇秦皇寺村五组,价格待定
远洋朗基香汇,在售,商业,青羊/万家湾/光华南一路255号,45000
绿地中心468星曜,未开盘,商业,锦江/三圣乡/芙蓉西路468（地铁二号线洪河站）,价格待定
圣沅红星城市广场,在售,住宅,郫都/成外/郫都区犀浦镇国宁东路991号,12400
大邑金融中心,未开盘,住宅,大邑/大邑/晋原镇内蒙古大道51号,价格待定
港中旅海泉湾,下期待开,别墅,金堂/金堂/官仓镇白马湖旁,价格待定
中节能琅园,在售,住宅,金堂/金堂/赵镇金鹰路,价格待定
